wild_1	wild_2	score	bit_score	E_value	log_E_value	per_identity
5CYK_B	1A22_B	29.0	15.779	78.6608	4.365144937305366	40.0
5F4E_A	1A22_B	23.0	13.4678	369.509	5.912175097331136	50.0
5F4E_B	1A22_B	30.0	16.1642	52.8999	3.9684014485032986	30.76923076923077
5K39_A	1A22_B	15.0	10.3862	3350.19	8.116772339628707	22.22222222222222
5K39_B	1A22_B	18.0	11.5418	1667.62	7.419152739218484	60.0
5M2O_A	1A22_B	0.0	0.0	inf	inf	0.0
5M2O_B	1A22_B	0.0	0.0	inf	inf	0.0
5TAR_A	1A22_B	22.0	13.0826	454.349	6.118865625192527	57.14285714285714
5TAR_B	1A22_B	0.0	0.0	inf	inf	0.0
5UFE_A	1A22_B	22.0	13.0826	430.351	6.064601154782803	57.14285714285714
5UFE_B	1A22_B	17.0	11.1566	2329.37	7.753353123732695	50.0
1A22_A	1BP3_A	916.0	357.451	6.52196e-131	-299.76347223795966	96.23655913978494
1A22_B	1BP3_A	19.0	11.927	1046.39	6.953101424082346	100.0
1BP3_A	1BP3_A	985.0	384.03	2.47505e-141	-323.75823751432364	100.0
1BP3_B	1BP3_A	23.0	13.4678	339.848	5.828498458826089	28.57142857142857
1C1Y_A	1BP3_A	38.0	19.2458	4.07305	1.4043921045545897	36.36363636363637
1C1Y_B	1BP3_A	0.0	0.0	inf	inf	0.0
1E50_A	1BP3_A	0.0	0.0	inf	inf	0.0
1E50_B	1BP3_A	24.0	13.853	285.512	5.6542840597364075	36.36363636363637
1FC2_C	1BP3_A	23.0	13.4678	249.674	5.520156066914408	44.44444444444444
1FC2_D	1BP3_A	37.0	18.8606	6.27301	1.836256303246924	23.232323232323232
1FFW_A	1BP3_A	15.0	10.3862	3210.78	8.07426917726082	46.666666666666664
1FFW_B	1BP3_A	0.0	0.0	inf	inf	0.0
1GUA_A	1BP3_A	38.0	19.2458	4.34226	1.468394949902871	36.36363636363637
1GUA_B	1BP3_A	0.0	0.0	inf	inf	0.0
1JTD_A	1BP3_A	17.0	11.1566	1906.24	7.552887994440322	31.25
1JTD_B	1BP3_A	26.0	14.6234	168.794	5.128679036506421	26.08695652173913
1JTG_A	1BP3_A	18.0	11.5418	1743.86	7.463856326017338	31.25
1JTG_B	1BP3_A	17.0	11.1566	1956.78	7.579055544112074	36.36363636363637
1K8R_A	1BP3_A	24.0	13.853	297.136	5.694189946450697	31.818181818181817
1K8R_B	1BP3_A	23.0	13.4678	365.477	5.901203349713235	27.77777777777778
1LFD_A	1BP3_A	18.0	11.5418	1660.73	7.415012543721067	20.0
1LFD_B	1BP3_A	24.0	13.853	294.641	5.685757666103355	31.818181818181817
1WQJ_B	1BP3_A	13.0	9.61583	6967.43	8.849001712660497	20.0
1WQJ_I	1BP3_A	0.0	0.0	inf	inf	0.0
1YCS_A	1BP3_A	28.0	15.3938	95.5009	4.559135671526048	25.806451612903224
1YCS_B	1BP3_A	26.0	14.6234	175.41	5.167126090855689	42.857142857142854
2AW2_A	1BP3_A	0.0	0.0	inf	inf	0.0
2AW2_B	1BP3_A	16.0	10.7714	2404.28	7.785005761418455	20.0
2C5D_A	1BP3_A	28.0	15.3938	91.9381	4.521115524513033	35.294117647058826
2C5D_C	1BP3_A	17.0	11.1566	1860.74	7.5287295370485	20.0
2DVW_A	1BP3_A	16.0	10.7714	2530.81	7.836294688584664	60.0
2DVW_B	1BP3_A	27.0	15.0086	84.4898	4.436630817017911	42.857142857142854
2G2U_A	1BP3_A	18.0	11.5418	1713.46	7.446269997009506	23.809523809523807
2G2U_B	1BP3_A	17.0	11.1566	1956.78	7.579055544112074	36.36363636363637
2KSO_A	1BP3_A	0.0	0.0	inf	inf	0.0
2KSO_B	1BP3_A	17.0	11.1566	1885.18	7.541778586039343	22.448979591836736
2REX_A	1BP3_A	11.0	8.84543	11509.7	9.350945437084329	66.66666666666666
2REX_B	1BP3_A	20.0	12.3122	765.098	6.640003930197008	31.25
2WPT_A	1BP3_A	26.0	14.6234	129.443	4.863240629803038	24.137931034482758
2WPT_B	1BP3_A	32.0	16.9346	22.0485	3.093244572368015	25.925925925925924
3BT1_A	1BP3_A	24.0	13.853	225.294	5.417406215925128	28.57142857142857
3BT1_U	1BP3_A	33.0	17.3198	22.5892	3.117471915952869	32.142857142857146
3BX1_A	1BP3_A	39.0	19.631	4.18156	1.4306843826543512	25.454545454545453
3BX1_C	1BP3_A	52.0	24.6386	0.0814422	-2.5078617127923333	23.076923076923077
3EG5_A	1BP3_A	34.0	17.705	12.9587	2.561767377250905	28.57142857142857
3EG5_B	1BP3_A	23.0	13.4678	364.691	5.899050419692748	25.0
3F1S_A	1BP3_A	29.0	15.779	67.4379	4.2112071744187425	36.84210526315789
3F1S_B	1BP3_A	27.0	15.0086	118.515	4.775039534842806	25.0
3KUD_A	1BP3_A	24.0	13.853	305.151	5.720806736061982	31.818181818181817
3KUD_B	1BP3_A	0.0	0.0	inf	inf	0.0
3LB6_A	1BP3_A	0.0	0.0	inf	inf	0.0
3LB6_C	1BP3_A	25.0	14.2382	184.9	5.219815138393079	27.27272727272727
3MZG_A	1BP3_A	165.0	68.1662	2.98434e-17	-38.05056796402928	25.773195876288657
3MZG_B	1BP3_A	16.0	10.7714	2739.97	7.915702250417066	41.66666666666667
3N06_A	1BP3_A	155.0	64.3142	9.07895e-16	-34.635402940744726	25.257731958762886
3N06_B	1BP3_A	16.0	10.7714	2739.97	7.915702250417066	41.66666666666667
3N0P_A	1BP3_A	155.0	64.3142	9.07895e-16	-34.635402940744726	25.257731958762886
3N0P_B	1BP3_A	16.0	10.7714	2739.97	7.915702250417066	41.66666666666667
3N4I_A	1BP3_A	18.0	11.5418	1775.57	7.4818767771199175	23.809523809523807
3N4I_B	1BP3_A	17.0	11.1566	1956.78	7.579055544112074	36.36363636363637
3NCB_A	1BP3_A	164.0	67.781	4.24761e-17	-37.69759010908335	25.773195876288657
3NCB_B	1BP3_A	16.0	10.7714	2739.97	7.915702250417066	41.66666666666667
3NCC_A	1BP3_A	165.0	68.1662	2.98434e-17	-38.05056796402928	25.773195876288657
3NCC_B	1BP3_A	16.0	10.7714	2739.97	7.915702250417066	41.66666666666667
3NVN_A	1BP3_A	27.0	15.0086	138.347	4.929765021863389	31.25
3NVN_B	1BP3_A	34.0	17.705	18.9679	2.942748076712092	40.74074074074074
3Q3J_A	1BP3_A	22.0	13.0826	433.96	6.07295236395425	33.33333333333333
3Q3J_B	1BP3_A	17.0	11.1566	2346.83	7.76082076033458	18.181818181818183
3QHY_A	1BP3_A	32.0	16.9346	31.2144	3.44087952680086	40.909090909090914
3QHY_B	1BP3_A	26.0	14.6234	167.192	5.11914285261595	26.08695652173913
3RF3_A	1BP3_A	22.0	13.0826	513.625	6.241493427203574	38.095238095238095
3RF3_C	1BP3_A	0.0	0.0	inf	inf	0.0
3S9D_A	1BP3_A	26.0	14.6234	132.09	4.883483508435773	83.33333333333334
3S9D_B	1BP3_A	24.0	13.853	291.627	5.6754755884406665	50.0
3SE3_A	1BP3_A	32.0	16.9346	26.6789	3.283872990812161	35.483870967741936
3SE3_B	1BP3_A	26.0	14.6234	137.288	4.922080909100002	83.33333333333334
3SF4_A	1BP3_A	35.0	18.0902	12.9478	2.5609258895437126	50.0
3SF4_D	1BP3_A	0.0	0.0	inf	inf	0.0
3U82_A	1BP3_A	31.0	16.5494	41.3172	3.7212788781605957	37.5
3U82_B	1BP3_A	29.0	15.779	59.8674	4.092132116568173	31.818181818181817
3WWN_A	1BP3_A	27.0	15.0086	110.48	4.704834509101037	35.714285714285715
3WWN_B	1BP3_A	0.0	0.0	inf	inf	0.0
4BFI_A	1BP3_A	30.0	16.1642	47.1559	3.8534591338067146	31.03448275862069
