wild_1	wild_2	score	bit_score	E_value	log_E_value	per_identity
1GL0_A	1A22_B	21.0	12.6974	973.044	6.880429302129652	22.727272727272727
1GL0_B	1A22_B	0.0	0.0	inf	inf	0.0
1GL1_A	1A22_B	24.0	13.853	376.969	5.932162955950383	28.000000000000004
1GL1_B	1A22_B	0.0	0.0	inf	inf	0.0
1H9D_A	1A22_B	22.0	13.0826	661.197	6.494051828731494	50.0
1H9D_B	1A22_B	28.0	15.3938	111.158	4.71095261262896	33.33333333333333
1HE8_A	1A22_B	28.0	15.3938	118.204	4.772411945346953	42.857142857142854
1HE8_B	1A22_B	0.0	0.0	inf	inf	0.0
1IAR_A	1A22_B	19.0	11.927	1572.7	7.36054916649668	27.77777777777778
1IAR_B	1A22_B	30.0	16.1642	57.3009	4.048316330403626	20.0
1JCK_A	1A22_B	16.0	10.7714	3841.54	8.253628606852724	17.647058823529413
1JCK_B	1A22_B	27.0	15.0086	185.746	5.224380149045679	66.66666666666666
1JTG_A	1A22_B	28.0	15.3938	112.53	4.723219852761906	30.0
1JTG_B	1A22_B	31.0	16.5494	48.7429	3.886559545811531	29.268292682926827
1KAC_A	1A22_B	29.0	15.779	81.2493	4.3975222057881185	20.967741935483872
1KAC_B	1A22_B	17.0	11.1566	2898.34	7.971893438290142	26.666666666666668
1KTZ_A	1A22_B	15.0	10.3862	4650.93	8.444822478584069	33.33333333333333
1KTZ_B	1A22_B	32.0	16.9346	33.5641	3.513457043386057	46.666666666666664
1LFD_A	1A22_B	15.0	10.3862	5607.63	8.631883449362373	20.0
1LFD_B	1A22_B	0.0	0.0	inf	inf	0.0
1M9E_A	1A22_B	18.0	11.5418	2109.22	7.654073489879517	40.0
1M9E_B	1A22_B	29.0	15.779	79.7163	4.378474081823951	54.54545454545454
1MAH_A	1A22_B	27.0	15.0086	176.361	5.172533030693666	35.294117647058826
1MAH_B	1A22_B	37.0	18.8606	3.99467	1.3849609725523337	63.63636363636363
1P69_A	1A22_B	21.0	12.6974	860.714	6.7577622773532795	50.0
1P69_B	1A22_B	17.0	11.1566	2898.34	7.971893438290142	26.666666666666668
1P6A_A	1A22_B	29.0	15.779	88.124	4.478744913550319	20.967741935483872
1P6A_B	1A22_B	17.0	11.1566	2898.34	7.971893438290142	26.666666666666668
1PPF_A	1A22_B	13.0	9.61583	9040.86	9.109509581604753	66.66666666666666
1PPF_B	1A22_B	25.0	14.2382	183.763	5.213646883889723	38.095238095238095
1R0R_A	1A22_B	20.0	12.3122	1079.24	6.984012368698891	33.33333333333333
1R0R_B	1A22_B	14.0	10.001	5860.2	8.675939011681486	38.46153846153847
1S0W_A	1A22_B	28.0	15.3938	113.587	4.732569063118963	30.0
1S0W_B	1A22_B	31.0	16.5494	47.0036	3.8502241945214353	29.268292682926827
1S1Q_A	1A22_B	19.0	11.927	1745.04	7.464532757009911	31.57894736842105
1S1Q_B	1A22_B	0.0	0.0	inf	inf	0.0
1SBB_A	1A22_B	16.0	10.7714	3841.54	8.253628606852724	17.647058823529413
1SBB_B	1A22_B	12.0	9.23063	11476.4	9.348048031844119	50.0
1SBN_A	1A22_B	25.0	14.2382	330.162	5.7995834430949875	28.57142857142857
1SBN_B	1A22_B	18.0	11.5418	2188.1	7.6907888663366055	18.51851851851852
1SGD_A	1A22_B	16.0	10.7714	3730.88	8.224399409744926	26.31578947368421
1SGD_B	1A22_B	12.0	9.23063	10934.7	9.299696497892276	40.0
1SGE_A	1A22_B	16.0	10.7714	3730.88	8.224399409744926	26.31578947368421
1SGE_B	1A22_B	12.0	9.23063	11257.7	9.328807617951737	40.0
1SGN_A	1A22_B	16.0	10.7714	3730.88	8.224399409744926	26.31578947368421
1SGN_B	1A22_B	12.0	9.23063	11149.0	9.319105086767571	40.0
1SGP_A	1A22_B	16.0	10.7714	3832.76	8.251340449279848	26.31578947368421
1SGP_B	1A22_B	12.0	9.23063	10934.7	9.299696497892276	40.0
1SGQ_A	1A22_B	16.0	10.7714	3832.76	8.251340449279848	26.31578947368421
1SGQ_B	1A22_B	13.0	9.61583	10620.8	9.270569621525656	40.0
1SGY_A	1A22_B	16.0	10.7714	3730.88	8.224399409744926	26.31578947368421
1SGY_B	1A22_B	12.0	9.23063	11257.7	9.328807617951737	40.0
1SIB_A	1A22_B	25.0	14.2382	330.162	5.7995834430949875	28.57142857142857
1SIB_B	1A22_B	19.0	11.927	1333.48	7.1955473453843615	18.51851851851852
1TM1_A	1A22_B	24.0	13.853	336.606	5.81891310690978	28.57142857142857
1TM1_B	1A22_B	19.0	11.927	1546.2	7.343555586886374	33.33333333333333
1TM3_A	1A22_B	24.0	13.853	336.606	5.81891310690978	28.57142857142857
1TM3_B	1A22_B	25.0	14.2382	246.119	5.5058151588053645	35.714285714285715
1TM4_A	1A22_B	24.0	13.853	336.606	5.81891310690978	28.57142857142857
1TM4_B	1A22_B	20.0	12.3122	1155.04	7.051890254390851	33.33333333333333
1TM5_A	1A22_B	24.0	13.853	336.606	5.81891310690978	28.57142857142857
1TM5_B	1A22_B	20.0	12.3122	1078.88	6.983678744986272	33.33333333333333
1TM7_A	1A22_B	24.0	13.853	336.606	5.81891310690978	28.57142857142857
1TM7_B	1A22_B	17.0	11.1566	2632.25	7.875594272736869	33.33333333333333
1TMG_A	1A22_B	24.0	13.853	336.606	5.81891310690978	28.57142857142857
1TMG_B	1A22_B	17.0	11.1566	2709.51	7.904523085717203	33.33333333333333
1TO1_A	1A22_B	24.0	13.853	336.606	5.81891310690978	28.57142857142857
1TO1_B	1A22_B	15.0	10.3862	4916.15	8.500280982832304	100.0
1UUZ_A	1A22_B	12.0	9.23063	12682.5	9.447978369440845	66.66666666666666
1UUZ_B	1A22_B	19.0	11.927	1409.07	7.250685191289195	30.0
1X1X_A	1A22_B	30.0	16.1642	63.0649	4.144164354872316	29.166666666666668
1X1X_B	1A22_B	25.0	14.2382	213.554	5.363889728088405	40.0
1XD3_A	1A22_B	22.0	13.0826	620.471	6.430478867049657	25.0
1XD3_B	1A22_B	0.0	0.0	inf	inf	0.0
1Y1K_A	1A22_B	24.0	13.853	336.606	5.81891310690978	28.57142857142857
1Y1K_B	1A22_B	19.0	11.927	1458.71	7.285307762487879	33.33333333333333
1Y33_A	1A22_B	24.0	13.853	336.606	5.81891310690978	28.57142857142857
1Y33_B	1A22_B	18.0	11.5418	1753.93	7.469614263355821	33.33333333333333
1Y34_A	1A22_B	24.0	13.853	336.606	5.81891310690978	28.57142857142857
1Y34_B	1A22_B	15.0	10.3862	5011.23	8.519436672928547	100.0
1Y3B_A	1A22_B	24.0	13.853	336.606	5.81891310690978	28.57142857142857
1Y3B_B	1A22_B	15.0	10.3862	5011.23	8.519436672928547	100.0
1Z7X_A	1A22_B	39.0	19.631	5.37133	1.681075550108323	25.0
1Z7X_B	1A22_B	14.0	10.001	5964.85	8.693639187526815	33.33333333333333
2A9K_A	1A22_B	26.0	14.6234	207.953	5.337312092629702	25.71428571428571
2A9K_B	1A22_B	27.0	15.0086	147.282	4.992349116408938	50.0
2AJF_A	1A22_B	32.0	16.9346	44.1036	3.7865414117740976	29.03225806451613
2AJF_B	1A22_B	33.0	17.3198	29.3999	3.380991272978307	25.0
